County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Location
CORTLAND,113911,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",JON-LIN FARM,LINDA HELMS,607-835-6718,1791,OWEGO HILL ROAD,,,CORTLAND,NY,13045,"1791 OWEGO HILL ROAD
CORTLAND, NY 13045
(42.493666, -76.210783)"
CORTLAND,112974,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LITTLE YORK PLANTATION LLC,CRANE RICHARD JR & JACQUELINE,607-749-4861,6088,ROUTE 281,,,LITTLE YORK,NY,13087,"6088 ROUTE
LITTLE YORK, NY 13087"
CORTLAND,645018,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MELODY LANE ROAD GREENERY,STACY JOSLIN,607-863-3588,6133,MELODY LANE ROAD,,,WILLET,NY,13863,"6133 MELODY LANE ROAD
WILLET, NY 13863
(42.47446, -75.872789)"
CORTLAND,112653,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",NEW LEAF A,CLOSSON JACQUELINE,607-863-3404,5858,TOWNLINE ROAD-TAYLOR,,,CINCINNATUS,NY,13040,"5858 TOWNLINE ROAD
CINCINNATUS, NY 13040
(42.565215, -75.888186)"
CORTLAND,115361,Nursery Stock Only,11-100 Acres,,PITMANS TREE FARM,RALPH PITMAN,607-849-6198,1269,PARKER STREET,,,MARATHON,NY,13803,"1269 PARKER STREET
MARATHON, NY 13803
(42.470894, -76.107973)"
CORTLAND,644101,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RIVER NURSERY,AL SARACENE,607-756-2264,2138,EAST RIVER ROAD,,,CORTLAND,NY,13045,"2138 EAST RIVER ROAD
CORTLAND, NY 13045
(42.635062, -76.134561)"
CORTLAND,114121,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SOLON GARDENS,HALSTEAD PAUL C JR,607-836-8972,3673,STATE ROUTE 41,,,CINCINNATUS(SOLON),NY,13040,"3673 STATE ROUTE
CINCINNATUS(SOLON, NY 13040"
CORTLAND,644941,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",Z'S NUTTY RIDGE LLC,DAWN ZARNOWSKI,607-756-4409,5296,TOWN LINE ROAD,,,MC GRAW,NY,13101,"5296 TOWN LINE ROAD
MC GRAW, NY 13101
(42.659698, -76.072247)"
DELAWARE,644087,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BROTHER BROWN FLOWERS,MICHAEL DARPINO,607-343-4983,131,DELAWARE AVE,,,SIDNEY,NY,13838,"131 DELAWARE AVE
SIDNEY, NY 13838
(42.301472, -75.407641)"
DELAWARE,643718,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CATSKILL CATTLE COMPANY,SCHAEFER LONNY,607-467-5762,96,LAUREL BANK AVE,,,DEPOSIT,NY,13754,"96 LAUREL BANK AVE
DEPOSIT, NY 13754
(42.066722, -75.407315)"
DELAWARE,120830,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COUNTRY GROWN PERENNIALS LLC,CNTRY GROWN PERENNIALS LLC,607-865-6260,4801,PINES BROOK ROAD,,,WALTON,NY,13856,"4801 PINES BROOK ROAD
WALTON, NY 13856
(42.21317, -75.195932)"
DELAWARE,124018,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",DAVENPORT GARDEN CENTER,DENNIS VALENTE,607-278-6909,,DEL CO RD 10 AND ROUTE 23,,,DAVENPORT CENTER,NY,13751,"23 DAVENPORT CENTER
NY 13751"
DELAWARE,644599,Nursery Stock Only,10 Acres or Less,,GIRASOLE FARM,WILLIAM S. CARBINE,607-746-2683,6199,COUNTY HIGHWAY 16,,,DELHI,NY,13753,"6199 COUNTY HIGHWAY
DELHI, NY 13753"
DELAWARE,123427,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GREEN THUMB THE,MIGNIER LESLIE,607-746-2248,265,MAIN STREET,,,DELHI,NY,13753,"265 MAIN STREET
DELHI, NY 13753
(42.288182, -74.906833)"
DELAWARE,644395,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",GREEN THUMB THE,MIGNIER LESLIE,607-746-2248,37784,STATE HIGHWAY 10,,,HAMDEN,NY,13782,"37784 STATE HIGHWAY
HAMDEN, NY 13782"
DELAWARE,125666,Nursery Stock Only,10 Acres or Less,,HALCYON TREE FARM & NURSERY INC,HALCYON TREE FARM & NURSERY INC,917-902-3411,404,330 BELLOWS ROAD,,,FLEISCHMANNS,NY,12430,"404 330 BELLOWS ROAD
FLEISCHMANNS, NY 12430
(42.178413, -74.516025)"
DELAWARE,120560,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HILLHAVEN FARMS,JACOBSON RICHARD & JANE,607-652-2274,2,HOBART ROAD,,,STAMFORD,NY,12167,"2 HOBART ROAD
STAMFORD, NY 12167
(42.409951, -74.625318)"
DELAWARE,120391,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",JIM & GINAS PLANTS,ROTZLER JAMES,607-637-4633,21,FIFIELD AVE,,,HANCOCK,NY,13783,"21 FIFIELD AVE
HANCOCK, NY 13783
(41.953104, -75.286134)"
DELAWARE,644314,Nursery Stock Only,10 Acres or Less,,KELLY BROTHERS LANDSCAPING INC,KELLY WILLIAM J,,634,RIDGE RD,,,HAMDEN,NY,13782,"634 RIDGE RD
HAMDEN, NY 13782
(42.2522, -75.026842)"
DELAWARE,120061,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LORIS LNDSCP&PERENNIAL,PHELPS LAURA,607-637-3700,19,TRESTLE ROAD SUITE 2,,,HANCOCK,NY,13783,"19 TRESTLE ROAD
HANCOCK, NY 13783
(41.967363, -75.262039)"
DELAWARE,126589,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PHYTACELL TECHNOLOGY LLC,PHYTACELL TECHNOLGY LLC,607-746-9920,1730,COUNTY HIGHWAY 18,,,DELHI,NY,13753,"1730 COUNTY HIGHWAY
DELHI, NY 13753"
DELAWARE,645421,Nursery Stock Only,11-100 Acres,,PINEVILLE NURSERY INC,JOHN HUGHES,607-865-5272,24680,STATE HWY 10,,,WALTON,NY,13856,"24680 STATE HWY
WALTON, NY 13856"
DELAWARE,124410,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",QUARLTERE'S NURSERY INC,QUARLTERE ALAN AND LOREN,607-326-4282,48850,STATE HIGHWAY 30,,,ROXBURY,NY,12474,"48850 STATE HIGHWAY
ROXBURY, NY 12474"
DELAWARE,644480,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",RUSSELLS PRODUCE,RENWICKS RUSSELL,607-865-4018,4919,COUNTY HIGHWAY 21,,,WALTON,NY,13856,"4919 COUNTY HIGHWAY
WALTON, NY 13856"
DELAWARE,122085,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",TODDS GREENHOUSE,TODD DOROTHY A,845-254-5297,1095,STREETER HILL RD,,,FLEISCHMANNS,NY,12430,"1095 STREETER HILL RD
FLEISCHMANNS, NY 12430
(42.182629, -74.534863)"
DELAWARE,123687,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WATAUGA FALLS MARKET,SNYDER WAYNE & TRACY,607-746-3589,45793,STATE HIGHWAY 10,,,DELHI,NY,13753,"45793 STATE HIGHWAY
DELHI, NY 13753"
DUTCHESS,643974,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ADAMS FAIRACRE FARMS,RALPH ADAMS,845-454-4330,160,OLD POST RD,,,WAPPINGERS FALLS,NY,12590,"160 OLD POST RD
WAPPINGERS FALLS, NY 12590
(41.573443, -73.908708)"
DUTCHESS,132481,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ADAMS FAIRACRES FMS INC,ADAMS FAIRACRES FARMS INC,845-454-4330,765,DUTCHESS TPKE,,,POUGHKEEPSIE,NY,12603,"765 DUTCHESS TPKE
POUGHKEEPSIE, NY 12603
(41.699834, -73.877664)"
DUTCHESS,132196,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",ADAMS MARK GREENHOUSES INC,ADAMS MARK GREENHOUSES INC,845-471-8655,759,DUTCHESS TURNPIKE,,,POUGHKEEPSIE,NY,12603,"759 DUTCHESS TURNPIKE
POUGHKEEPSIE, NY 12603
(41.700253, -73.876344)"
DUTCHESS,135157,Nursery Stock Only,11-100 Acres,,BERKSHIRE NURSERY,LOPANE CARMINE,914-878-9383,,ROUTE 216,,,POUGHQUAG,NY,12570,"216 POUGHQUAG
NY 12570"
DUTCHESS,132373,Nursery Stock Only,11-100 Acres,,BILMAR NURSERIES INC,BILMAR NURSERIES INC,845-635-3206,,VAN WAGNER ROAD,,,POUGHKEEPSIE,NY,12603,
DUTCHESS,130978,Nursery Stock Only,11-100 Acres,,BILMAR NURSERIES INC,BILMAR NURSERIES INC,845-635-3206,26,BILMAR BOULEVARD,,,PLEASANT VALLEY,NY,12569,"26 BILMAR BOULEVARD
PLEASANT VALLEY, NY 12569
(41.725738, -73.812331)"
DUTCHESS,135892,Nursery Stock Only,10 Acres or Less,,BILMAR NURSERIES INC,BILMAR NURSERIES INC,845-635-3206,,ROMBOUT ROAD,,,LAGRANGEVILLE,NY,12540,
DUTCHESS,135825,Nursery Stock Only,10 Acres or Less,,BRADY CO-DISTINCT LANDSCAPE INC,BRADY CO-DISTINCT LANDSCAPE INC,845-229-1211,202,HAVILAND ROAD,,,HYDE PARK,NY,12538,"202 HAVILAND ROAD
HYDE PARK, NY 12538"
DUTCHESS,644925,Nursery Stock Only,10 Acres or Less,,BROKEN CHIMNEY FARM LLC,ERMELA KAFERI,646-823-3142,3529,ROUTE 22,,,DOVER PLAINS,NY,12522,"3529 ROUTE
DOVER PLAINS, NY 12522"
DUTCHESS,136909,Nursery Stock Only,10 Acres or Less,,CRM,MATTHEWS JAMES SALVATI LAURA,845-849-2055,12,HACKENSACK HEIGHTS ROAD,,,WAPPINGERS FALLS,NY,12590,"12 HACKENSACK HEIGHTS ROAD
WAPPINGERS FALLS, NY 12590
(41.62574, -73.872853)"
DUTCHESS,645566,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",DAISEY HILL,JESSICA COOKINGHAM,518-789-3393,438,INDIAN LAKE ROAD,,,MILLERTON,NY,12546,"438 INDIAN LAKE ROAD
MILLERTON, NY 12546
(41.92697, -73.507188)"
DUTCHESS,137263,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",DUTCHESS COUNTY CCE,MALLOZZI STEPHANIE D,845-677-8223,2715,ROUTE 44,,,MILLBROOK,NY,12545,"2715 ROUTE
MILLBROOK, NY 12545"
DUTCHESS,645317,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",EASTERN VIEW NURSERY,CARMINE ISTVAN,845-838-6122,1167,NOXON ROAD,,,LAGRANGEVILLE,NY,12540,"1167 NOXON ROAD
LAGRANGEVILLE, NY 12540
(41.645343, -73.781245)"
DUTCHESS,135558,Nursery Stock Only,10 Acres or Less,,FEDERAL MANOR FARM LLC,FEDERAL MANOR FARM LLC,845-702-3514,1209,DUTCHESS TURNPIKE,,,POUGHKEEPSIE,NY,12603,"1209 DUTCHESS TURNPIKE
POUGHKEEPSIE, NY 12603
(41.721697, -73.847038)"
DUTCHESS,131424,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FORREST GREEN LANDSCAPING INC,FORREST GREEN LANDSCAPING INC,845-454-6900,3845,ROUTE 82,,,MILLBROOK,NY,12545,"3845 ROUTE
MILLBROOK, NY 12545"
DUTCHESS,645077,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FREVILLE FARM LLC,SARAH A FRIEDMAN,917-833-1246,18,STRAWBERRY HILL RD,,,PAWLING,NY,12564,"18 STRAWBERRY HILL RD
PAWLING, NY 12564
(41.586775, -73.55654)"
DUTCHESS,134696,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GRANDIFLORA,"PARRY KATHERINE, CAROL HORNING",845-758-2020,144,PITCHER LANE,,,RED HOOK,NY,12571,"144 PITCHER LANE
RED HOOK, NY 12571
(42.026676, -73.859728)"
DUTCHESS,130240,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",JUDSONS FARM MARKET,JUDSON RICHARD,845-832-6286,3255,PLEASANT RIDGE ROAD,,,WINGDALE,NY,12594,"3255 PLEASANT RIDGE ROAD
WINGDALE, NY 12594
(41.642733, -73.602731)"
DUTCHESS,135173,Nursery Stock Only,101 Acres or More,,KATONAH NURSERY INC,KATONAH NURSERY INC,914-232-3570,80,S AMENIA UNION,RILLSIDE FRM,,AMENIA,NY,12501,"80 S AMENIA UNION
AMENIA, NY 12501
(41.792154, -73.546475)"
DUTCHESS,644587,Nursery Stock Only,10 Acres or Less,,LUCULE LLC DBA BEAR CREEK FARM,DEBRA KAYE,845-868-7928,6187,ROUTE 82,,,STANFORDVILLE,NY,12581,"6187 ROUTE
STANFORDVILLE, NY 12581"
DUTCHESS,644931,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MAITRI FARM LLC,CHARLOTTE FORD,845-789-1522,143,AMENIA UNION ROAD,,,AMENIA,NY,12501,"143 AMENIA UNION ROAD
AMENIA, NY 12501
(41.813762, -73.516783)"
DUTCHESS,645558,Nursery Stock Only,10 Acres or Less,,MAMA WOLF HERBS,REBECCA KLIMA,914-382-1473,3657,ROUTE 44,,,MILLBROOK,NY,12545,"3657 ROUTE
MILLBROOK, NY 12545"
DUTCHESS,645194,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MAPLE VIEW FARM,KYLE NISONGER,203-349-1925,900,ROUTE 216,,,POUGHQUAG,NY,12570,"900 ROUTE
POUGHQUAG, NY 12570"
DUTCHESS,133236,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MCENROE ORGANC FARM,MCENROE RAY AND DURST DOUGLAS,518-789-3252,5408,ROUTE 22,,,MILLERTON,NY,12546,"5408 ROUTE
MILLERTON, NY 12546"
DUTCHESS,130420,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MCENROE ORGANC FARM,MCENROE RAY AND DURST DOUGLAS,518-789-3252,194,COLEMAN STATION ROAD,,,MILLERTON,NY,12546,"194 COLEMAN STATION ROAD
MILLERTON, NY 12546
(41.902666, -73.519556)"
DUTCHESS,131086,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",MILLERTON NURSERY & GARDEN SHOP INC,MILLERTON NURSERY & GARDEN SHOP INC,518-789-3771,5600,ROUTE 22,,,MILLERTON,NY,12546,"5600 ROUTE
MILLERTON, NY 12546"
DUTCHESS,131022,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MORGANS FLORIST,MORGAN STEPHEN,845-471-3960,511,HAIGHT AVENUE,,,POUGHKEEPSIE,NY,12603,"511 HAIGHT AVENUE
POUGHKEEPSIE, NY 12603
(41.694805, -73.899563)"
DUTCHESS,645767,Combined Nursery and Greenhouse,10 Acres or Less,,MOUNTAIN VIEW HANDCRAFTED GIFTS AND THINGS LLC,NICOLE AND GREGORY ZACHMAN,845-705-7953,120,MOUNTAIN VIEW ROAD,,,FISHKILL,NY,12524,"120 MOUNTAIN VIEW ROAD
FISHKILL, NY 12524
(41.552166, -73.845214)"
DUTCHESS,643960,Nursery Stock Only,10 Acres or Less,,MURPHY CREST TREE FARM,WILLIAM E MURPHY JR,845-464-6931,170,DEPOT HILL RD,,,AMENIA,NY,12501,"170 DEPOT HILL RD
AMENIA, NY 12501
(41.835418, -73.548036)"
DUTCHESS,134569,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MVK LANDSCAPING INC,MVK LANDSCAPING INC,845-298-1825,125,MYERS CORNER ROAD,,,WAPPINGERS FALLS,NY,12590,"125 MYERS CORNER ROAD
WAPPINGERS FALLS, NY 12590
(41.59529, -73.887456)"
DUTCHESS,130027,Nursery Stock Only,10 Acres or Less,,NATIVE LANDSCAPES INC,PETER MUROSKI AND DEBRA MUROSKI,845-855-7050,991,ROUTE 22,PO BOX 327,,PAWLING,NY,12564,"991 ROUTE
PAWLING, NY 12564"
DUTCHESS,132426,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",NORTHERN DUTCHESS BOTANICAL GARDENS,SANTINI DOUGLAS,845-876-2953,389,SALISBURY TURNPIKE,,,RHINEBECK,NY,12572,"389 SALISBURY TURNPIKE
RHINEBECK, NY 12572
(41.949532, -73.824512)"
DUTCHESS,133642,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NORTHERN DUTCHESS LNDSC,NORTHERN DUTCHESS LANDSCAPE,845-758-6898,186,E KERLEY CORNERS RD,,,RED HOOK,NY,12571,"186 E KERLEY CORNERS RD
RED HOOK, NY 12571
(42.045152, -73.831391)"
DUTCHESS,136691,Combined Nursery and Greenhouse,11-100 Acres,,NORTH WINDS LAVENDER FARM,DUFFY TAYLOR ELLEN,845-855-5347,253,BUNDY HILL ROAD,,,HOLMES,NY,12531,"253 BUNDY HILL ROAD
HOLMES, NY 12531
(41.543563, -73.632436)"
DUTCHESS,645406,Nursery Stock Only,10 Acres or Less,,ONE NATURE LLC- GROWING,BRYAN QUINN,845-440-1677,79,FARMSTEAD LANE,,,WAPPINGERS FALLS,NY,12590,"79 FARMSTEAD LANE
WAPPINGERS FALLS, NY 12590
(41.53805, -73.95404)"
DUTCHESS,645405,Nursery Stock Only,10 Acres or Less,,ONE NATURE LLC- SELLING,BRYAN QUINN,845-440-1677,321,MAIN STREET,,,BEACON,NY,12508,"321 MAIN STREET
BEACON, NY 12508
(41.505213, -73.970239)"
DUTCHESS,644051,Nursery Stock Only,10 Acres or Less,,OUTBACK GARDEN,LARRY MAUER,845-797-5475,184,HORSESHOE RD,,,MILLBROOK,NY,12545,"184 HORSESHOE RD
MILLBROOK, NY 12545
(41.765511, -73.710351)"
DUTCHESS,645602,Nursery Stock Only,11-100 Acres,,O VINCENT ABLE INC,STEPHEN ABEL,845-677-6395,435,NORTH CLOVE ROAD,,,VERBANK,NY,12585,"435 NORTH CLOVE ROAD
VERBANK, NY 12585
(41.710143, -73.687389)"
DUTCHESS,134291,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",PARRINOS GREENHOUSES & GARDEN CENTER,L & J LANDSCAPING CORP,845-855-5415,178,CHARLES COLMAN B,,,PAWLING,NY,12564,"178 CHARLES
PAWLING, NY 12564"
DUTCHESS,135828,Nursery Stock Only,10 Acres or Less,,PARRINOS GREENHOUSES &GDN CTR - GDN CTR,L & J LANDSCAPING CORP,845-855-5415,58,LIBBY LANE,,,PAWLING,NY,12564,"58 LIBBY LANE
PAWLING, NY 12564
(41.577575, -73.594226)"
DUTCHESS,644140,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PATS PERENNIAL PLANTS,PATRICK D GUIDO,914-475-4700,5,DOGWOOD LANE,,,HYDE PARK,NY,12538,"5 DOGWOOD LANE
HYDE PARK, NY 12538
(41.754474, -73.911478)"
DUTCHESS,130894,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",PERRY HILL FARM INC,JONATHAN AND VICKI HARKNESS,845-877-7021,625,BUTTS HOLLOW RD,,,DOVER PLAINS,NY,12522,"625 BUTTS HOLLOW RD
DOVER PLAINS, NY 12522
(41.774749, -73.587346)"
DUTCHESS,644788,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",POUGHKEEPSIE FARM PROJECT,MARK SCHLESSMAN,845516100,,PO BOX 3143,,,POUGHKEEPSIE,NY,12603,"3143 POUGHKEEPSIE
NY 12603"
DUTCHESS,136530,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",RAINBOWS END BUTTERFLY FARM & NURSERY,RAINBOWS END BUTTERFLY & NRSY LLC,845-832-6749,13,RAINBOWS END,,,PAWLING,NY,12564,"13 RAINBOWS
PAWLING, NY 12564"
DUTCHESS,645346,Nursery Stock Only,10 Acres or Less,,ROCKCREST GARDENS INC,PAUL SCHWARZE,845-266-5203,2313,SALT POINT TURNPIKE,,,CLINTON CORNERS,NY,12514,"2313 SALT POINT TURNPIKE
CLINTON CORNERS, NY 12514
(41.826603, -73.769932)"
DUTCHESS,130767,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ROGER WRIGHT GREENHOUSE,WRIGHT ROGER,914-845-4119,157,EAST HOOK ROAD,,,HOPEWELL JUNCTION,NY,12533,"157 EAST HOOK ROAD
HOPEWELL JUNCTION, NY 12533
(41.510364, -73.827718)"
DUTCHESS,132363,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",SABELLICO GREENHOUSES- FLORIST INC.,SABELLICO GREENHOUSES-FLORIST INC,845-226-5943,33,HILLSIDE LAKE R,,,HOPEWELL JCT,NY,12533,"33 HILLSIDE LAKE
HOPEWELL JCT, NY 12533
(41.605049, -73.819571)"
DUTCHESS,645669,Nursery Stock Only,10 Acres or Less,,SETH S PATTON,SETH S PATTON,516-368-2027,595,SALT POINT TURNPIKE,,,POUGHKEEPSIE,NY,12601,"595 SALT POINT TURNPIKE
POUGHKEEPSIE, NY 12601
(41.748029, -73.863409)"
DUTCHESS,133150,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SIEGEL ANN,SIEGEL ANN,845-635-2429,1820,ROUTE 44,,,PLEASANT VALLEY,NY,12569,"1820 ROUTE
PLEASANT VALLEY, NY 12569"
DUTCHESS,645075,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SILAMAR FARM,JULIE SCHROEDER,518-789-3067,5738,ROUTE 22,,,MILLERTON,NY,12546,"5738 ROUTE
MILLERTON, NY 12546"
DUTCHESS,132470,Nursery Stock Only,10 Acres or Less,,SMALL FORESTS,TRIMBLE PAULA & MICHAEL,845-876-3543,198,SLATE QUARRY ROAD,,,RHINEBECK,NY,125720374,
DUTCHESS,644896,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SOL FLOWER FARM,ANDY SZYMANOWICZ,,5744,RT 22,,,MILLERTON,NY,12546,"5744 RT
MILLERTON, NY 12546"
DUTCHESS,644651,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SONOFABEE FARM,JON RUTGERSON,845-345-4053,6269,ROUTE 9,,,RHINEBECK,NY,12572,"6269 ROUTE
RHINEBECK, NY 12572"
DUTCHESS,131549,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",STAGIAS FARM & FARM MARKET,STAGIAS JAMES C,914-758-6722,,ROUTE 9,,,RED HOOK,NY,12571,"9 RED
HOOK, NY 12571
(41.663361, -74.111277)"
DUTCHESS,133300,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SUNNY GARDEN GREENHOUSES,SUNNY GARDEN GREENHOUSES INC,845-297-4400,2238,ROUTE 9D,,,WAPPINGERS FALLS,NY,12590,"2238 ROUTE
WAPPINGERS FALLS, NY 12590"
DUTCHESS,135681,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SUNNY GARDEN GREENHOUSES,SUNNY GARDEN GREENHOUSES INC,845-297-4400,178,DEER RIDGE DRIVE,,,STAATSBURG,NY,12580,"178 DEER RIDGE DRIVE
STAATSBURG, NY 12580
(41.876398, -73.849347)"
DUTCHESS,644520,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",THE NEW CORN CRIB GREENHOUSE INC,NEW CORN CRIB GREENHOUSE INC,845-471-0411,200,SALT POINT TURNPIKE,,,POUGHKEEPSIE,NY,12603,"200 SALT POINT TURNPIKE
POUGHKEEPSIE, NY 12603
(41.72297, -73.894315)"
DUTCHESS,135808,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",TWIN BROOKS GARDEN CTR,GENDRON DENNIS & COVINO ROB,845-677-5050,3424,FRANKLIN AVENUE,,,MILLBROOK,NY,12545,"3424 FRANKLIN AVENUE
MILLBROOK, NY 12545
(41.790574, -73.685425)"
DUTCHESS,133506,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TWIN PONDS NURSERY,CRAWFORD MARGARET,845-206-1046,37-39,RED TAIL ROAD,,,RHINEBECK,NY,12572,"37 39 RED TAIL ROAD
RHINEBECK, NY 12572
(41.895212, -73.912265)"
DUTCHESS,644666,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",VANSCOTT FARMS,VANESSA COOKE CASE AND SCOTT A. CASE,845-629-6650,683,VAN WAGNER ROAD,,,POUGHKEEPSIE,NY,12601,"683 VAN WAGNER ROAD
POUGHKEEPSIE, NY 12601
(41.732585, -73.862048)"
DUTCHESS,135719,Nursery Stock Only,10 Acres or Less,,WALNUT GROVE FARM LLC,WALNUT GROVE FARM LLC,845-266-8999,59,WALNUT LANE,,,STAATSBURG,NY,12580,"59 WALNUT LANE
STAATSBURG, NY 12580
(41.841846, -73.838724)"
DUTCHESS,136928,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WEISS NURSERY & LANDSCAPING LLC,HUBER FERDINAND/LISA/DRAPER ANN,845-677-9990,2701,ROUTE 82,,,LAGRANGEVILLE,NY,12540,"2701 ROUTE
LAGRANGEVILLE, NY 12540"
DUTCHESS,645577,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WHITEFIELD FARM AND FOREST,GLENN WHITEFIELD,845-554-8313,4,OLD COUNTRY PLACE,,,HOPEWELL JUNCTION,NY,12533,"4 OLD COUNTRY PLACE
HOPEWELL JUNCTION, NY 12533
(41.542833, -73.861553)"
DUTCHESS,130161,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WONDERLAND FLORIST & NURSERY INC,WONDERLAND FLORIST&NURSERY INC,845-876-4981,199,ROUTE 308,,,RHINEBECK,NY,12572,"199 ROUTE
RHINEBECK, NY 12572"
DUTCHESS,645130,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",ZINO NURSERIES INC,ROBERT COVINO,,41,CRICKET HILL ROAD,,,DOVER PLAINS,NY,12522,"41 CRICKET HILL ROAD
DOVER PLAINS, NY 12522
(41.676717, -73.571921)"
ERIE,645485,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",5 LOAVES FARM,MATT KAUFFMAN,716-803-9241,1172,WEST AVE,,,BUFFALO,NY,14213,"1172 WEST AVE
BUFFALO, NY 14213
(42.922191, -78.896388)"
ERIE,146474,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",AGLE HENRY W&SONS INC,AGLE HENRY W&SONS INC,716-992-9668,7780,GOWANDA STATE ROAD,,,EDEN,NY,14057,"7780 GOWANDA STATE ROAD
EDEN, NY 14057
(42.675286, -78.875295)"
ERIE,142399,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",AGLE HENRY W&SONS INC,AGLE HENRY W&SONS INC,716-992-9668,7915,GOWANDA STATE ROAD,,,EDEN,NY,14057,"7915 GOWANDA STATE ROAD
EDEN, NY 14057
(42.669288, -78.882531)"
